epoch,train_loss,val_loss,val_top1,val_top5,val_f1,lr
1,2.842764020213521,1.369152416229248,0.7760000228881836,0.965999960899353,0.7621095776557922,6.00000024e-05
2,1.0388157121371064,0.5014696478843689,0.9179999828338623,0.9959999918937683,0.9159191846847534,0.0001200000018
3,0.5059571954110522,0.36249525618553163,0.9159999489784241,0.9959999918937683,0.914340615272522,0.00018000000120000002
4,0.3344375840588419,0.2907270164489746,0.9119999408721924,0.9939999580383301,0.9087435007095337,0.00024000000060000004
5,0.2711882146819211,0.3802924485206604,0.8880000114440918,0.9879999756813049,0.887959361076355,0.0003
6,0.19421429719622396,0.3520401957035065,0.906000018119812,0.9839999675750732,0.9064235687255859,0.0002996346075389736
7,0.14834421933616193,0.3600722227096558,0.9099999666213989,0.9920000433921814,0.9106392860412598,0.0002985402103112355
8,0.11045838963586076,0.2638341407775879,0.9279999732971191,0.9919999837875366,0.9269084334373474,0.0002967221401100708
9,0.09335791058076301,0.30862956285476684,0.9179999828338623,0.9900000095367432,0.9170336127281189,0.00029418925439074776
10,0.09979145204785879,0.2961713554859161,0.9040000438690186,0.9920000433921814,0.9041873216629028,0.0002909538931178862
11,0.0913642829368562,0.23277185654640198,0.9319999814033508,0.9900000095367432,0.9300627708435059,0.0002870318186463901
12,0.07855277457692805,0.24793775534629822,0.9479999542236328,0.9900000095367432,0.9463257789611816,0.000282442138928839
13,0.07321882067016844,0.2442503490447998,0.9359999895095825,0.9919999837875366,0.9361468553543091,0.0002772072144234638
14,0.06432163601273462,0.22469919753074646,0.9339999556541443,0.9939999580383301,0.932815670967102,0.00027135254915624206
15,0.06433714319902961,0.3032647202014923,0.9199999570846558,0.9900000095367432,0.9205909371376038,0.0002649066664678466
16,0.06810959666004317,0.2074208141565323,0.9459999799728394,0.9959999322891235,0.9458856582641602,0.0002579009700507976
17,0.04785907484001234,0.16203320628404616,0.9500000476837158,0.9939999580383301,0.9485779404640198,0.00025036959095382864
18,0.042012636505316954,0.2036183716058731,0.9219999313354492,0.9939999580383301,0.9193705320358276,0.00024234922129884865
19,0.041134014522467385,0.21472051030397415,0.9399999380111694,0.9940000176429749,0.9392836093902588,0.00023387893552061193
