epoch,train_loss,val_loss,val_top1,val_top5,val_f1,lr
20,0.034843316065352396,0.1431436198055744,0.9599999189376831,0.9980000257492065,0.9609109163284302,0.0002249999999999999
21,0.027524483430188557,0.2262415851354599,0.937999963760376,0.9959999918937683,0.9371031522750854,0.00021575567201836154
22,0.02608200075536118,0.21826328921318056,0.9399999976158142,0.9919999837875366,0.9408135414123535,0.00020619098901238672
23,0.022939786924617494,0.1927670456171036,0.9479999542236328,0.9959999918937683,0.948237419128418,0.00019635254915624205
24,0.02666392520356127,0.2124599186182022,0.9399999976158142,0.9900000095367432,0.9392146468162537,0.0001862882843399501
25,0.026327567876352778,0.20739288532733918,0.9440000057220459,0.9939999580383301,0.9432373642921448,0.0001760472266500395
26,0.018196602268439926,0.19072444343566894,0.949999988079071,0.9919999837875366,0.949164628982544,0.00016567926949014795
27,0.020077997902250858,0.1309745180606842,0.9620000123977661,0.9939999580383301,0.961555540561676,0.0001552349245053751
28,0.013075943184304698,0.13260658901929856,0.9599999785423279,0.9959999918937683,0.959722638130188,0.00014476507549462483
29,0.007530892625525086,0.14655006897449493,0.9519999623298645,0.9959999322891235,0.9511183500289917,0.00013432073050985194
30,0.006611394388349923,0.1417142480611801,0.9599999189376831,0.9959999322891235,0.9598644375801086,0.0001239527733499604
31,0.008763328057494574,0.1361346419453621,0.9559999704360962,0.9980000257492065,0.9559798240661621,0.00011371171566004979
32,0.005492060794115393,0.13431201153993608,0.9440000057220459,0.9939999580383301,0.9432070851325989,0.00010364745084375787
33,0.005782908659782884,0.13801959186792373,0.9599999189376831,0.9959999322891235,0.9595101475715637,9.380901098761316e-05
34,0.004736969777110389,0.15166430473327636,0.9579999446868896,0.9939999580383301,0.9575303196907043,8.424432798163834e-05
35,0.0029766101302043943,0.16220606410503388,0.9499999284744263,0.9959999918937683,0.9498787522315979,7.5e-05
36,0.0033953557237695596,0.14811559271812438,0.9519999623298645,0.9959999322891235,0.9513989686965942,6.612106447938796e-05
37,0.0036503809196416154,0.14207737642526627,0.9539999961853027,0.9939999580383301,0.9534696936607361,5.765077870115123e-05
38,0.001985212134724312,0.12985754662752153,0.9639999270439148,0.9959999322891235,0.9640303254127502,4.9630409046171234e-05
39,0.0025748555536616318,0.13216985392570496,0.9539999961853027,0.9959999918937683,0.9538434147834778,4.2099029949202296e-05
40,0.002582611385198269,0.12705291721224785,0.965999960899353,0.9980000257492065,0.9661716818809509,3.5093333532153296e-05
41,0.0019131188590538995,0.12583494845032692,0.9639999270439148,0.9959999322891235,0.9639797806739807,2.8647450843757884e-05
42,0.001597916968390478,0.12634078484773636,0.9579999446868896,0.9959999322891235,0.9575656652450562,2.2792785576536095e-05
43,0.0013410454069802925,0.1238895226418972,0.965999960899353,0.9959999322891235,0.966131329536438,1.7557861071160976e-05
44,0.0013846198738553459,0.12864997524023056,0.9619999527931213,0.9980000257492065,0.962161660194397,1.2968181353609881e-05
45,0.00228492265782274,0.12170420187711715,0.9639999866485596,0.9980000257492065,0.9640303254127502,9.046106882113748e-06
46,0.0013303126385989066,0.11903455576300621,0.965999960899353,0.9980000257492065,0.9659191966056824,5.810745609252196e-06
47,0.0010266811795897998,0.11645046243071557,0.965999960899353,0.9980000257492065,0.966131329536438,3.2778598899291452e-06
48,0.001333443039855369,0.11783371713757515,0.965999960899353,0.9959999322891235,0.9660505056381226,1.4597896887644617e-06
49,0.0011390425527606793,0.1182721381187439,0.9639999270439148,0.9980000257492065,0.9640303254127502,3.653924610263702e-07
50,0.0012185331395183343,0.12078884941339493,0.9639999270439148,0.9980000257492065,0.9641818404197693,0.0
